Chrono;Fourn.;Article;UC;Prix brut;Validit
48;4010FRAIS;A0180;Kg;Depuis le 02/07/2021, 10,9500 EUR/U;E
48;4010FRAIS;A0751;Kg;Depuis le 16/06/2021, 5,0000 EUR/BAQ;E
48;4010FRAIS;A1287;Kg;Depuis le 02/07/2021, 9,4500 EUR/Kg;E
48;4010FRAIS;A0181;Kg;Depuis le 14/06/2021, 7,4230 EUR/BTE;E
48;4010FRAIS;A0709;Kg;Depuis le 14/06/2021, 0,9990 EUR/BTE;E
48;4010FRAIS;A0730;Kg;Depuis le 15/06/2021, 7,5200 EUR/BTE;E
48;4010FRAIS;A1600;Kg;Depuis le 30/07/2021, 2,1690 EUR/Kg;E
48;4010FRAIS;A2090;Kg;Depuis le 02/07/2021, 54,5200 EUR/SAC;E
48;4010FRAIS;A1250;Kg;Depuis le 02/07/2021, 4,9500 EUR/Kg;E
48;4010FRAIS;A1249;Kg;Depuis le 02/07/2021, 6,7500 EUR/Kg;E
48;4010FRAIS;A2411;Kg;Depuis le 27/12/2021, 77,1125 EUR/Kg;E
48;4010FRAIS;A2514;Kg;Depuis le 20/01/2022, 7,7000 EUR/Kg;E
48;4010FRAIS;A1475;Kg;Depuis le 16/07/2021, 21,4000 EUR/Kg;E
48;4010FRAIS;A2158;Kg;Depuis le 25/11/2021, 21,4500 EUR/Kg;E
48;4010FRAIS;A0799;Kg;Depuis le 16/06/2021, 10,8610 EUR/Kg;E
48;4010FRAIS;A0183;Kg;Depuis le 16/06/2021, 19,5030 EUR/Kg;E
48;4010FRAIS;A0815;Kg;Depuis le 16/06/2021, 15,5000 EUR/Kg;E
48;4010FRAIS;A0800;Kg;Depuis le 16/06/2021, 12,9860 EUR/Kg;E
48;4010FRAIS;A0818;Kg;Depuis le 21/12/2021, 19,9500 EUR/Kg;E
48;4010FRAIS;A0184;Kg;Depuis le 25/11/2021, 16,5900 EUR/Kg;E
48;4010FRAIS;A1603;Kg;Depuis le 30/07/2021, 6,6990 EUR/Kg;E
48;4010FRAIS;A0185;Kg;Depuis le 16/06/2021, 9,9500 EUR/Kg;E
48;4010FRAIS;A0726;U;Depuis le 15/06/2021, 7,7290 EUR/U;E
48;4010FRAIS;A0733;Kg;Depuis le 15/06/2021, 3,0900 EUR/Kg;E
48;4010FRAIS;A0704;Kg;Depuis le 14/06/2021, 13,8500 EUR/Kg;E
48;4010FRAIS;A1466;Kg;Depuis le 15/07/2021, 1,2500 EUR/BAQ;E
48;4010FRAIS;A0873;U;Depuis le 30/07/2021, 0,5340 EUR/U;E
48;4010FRAIS;A0872;U;Depuis le 30/07/2021, 1,0570 EUR/U;E
48;4010FRAIS;A1607;U;Depuis le 03/08/2021, 0,8500 EUR/U;E
48;4010FRAIS;A1606;U;Depuis le 03/08/2021, 1,0290 EUR/U;E
48;4010FRAIS;A0862;U;Depuis le 30/07/2021, 2,4000 EUR/U;E
48;4010FRAIS;A1605;U;Depuis le 03/08/2021, 1,0160 EUR/U;E
48;4010FRAIS;A1617;Kg;Depuis le 03/08/2021, 8,8900 EUR/Kg;E
48;4010FRAIS;A0186;Kg;Depuis le 16/06/2021, 10,7610 EUR/Kg;E
48;4010FRAIS;A0053;Kg;Depuis le 16/06/2021, 6,4100 EUR/Kg;E
48;4010FRAIS;A1627;Kg;Depuis le 03/08/2021, 11,9000 EUR/SCH;E
48;4010FRAIS;A1760;U;Depuis le 10/08/2021, 10,0300 EUR/BTE;E
48;4010FRAIS;A1741;Kg;Depuis le 10/08/2021, 9,9570 EUR/U;E
48;4010FRAIS;A1740;Kg;Depuis le 10/08/2021, 12,2040 EUR/U;E
48;4010FRAIS;A1296;Kg;Depuis le 02/07/2021, 35,9900 EUR/U;E
48;4010FRAIS;A1297;Kg;Depuis le 02/07/2021, 29,3800 EUR/U;E
48;4010FRAIS;A1329;Kg;Depuis le 05/07/2021, 29,8600 EUR/U;E
48;4010FRAIS;A0741;Kg;Depuis le 16/06/2021, 31,3900 EUR/U;E
48;4010FRAIS;A1742;Kg;Depuis le 10/08/2021, 10,0330 EUR/U;E
48;4010FRAIS;A0740;Kg;Depuis le 16/06/2021, 16,2500 EUR/U;E
48;4010FRAIS;A1766;Kg;Depuis le 10/08/2021, 12,2920 EUR/U;E
48;4010FRAIS;A1738;Kg;Depuis le 10/08/2021, 21,2700 EUR/U;E
48;4010FRAIS;A1737;Kg;Depuis le 10/08/2021, 24,0940 EUR/U;E
48;4010FRAIS;A2344;Kg;Depuis le 02/12/2021, 1.433,9333 EUR/Kg;E
48;4010FRAIS;A1736;Kg;Depuis le 10/08/2021, 21,2700 EUR/U;E
48;4010FRAIS;A2345;Kg;Depuis le 02/12/2021, 1.433,9333 EUR/Kg;E
48;4010FRAIS;A1608;BTE;Depuis le 03/08/2021, 13,5310 EUR/BTE;E
48;4010FRAIS;A1609;Kg;Depuis le 03/08/2021, 30,0390 EUR/Kg;E
48;4010FRAIS;A1610;Kg;Depuis le 03/08/2021, 0,3360 EUR/P;E
48;4010FRAIS;A1459;Kg;Depuis le 15/07/2021, 0,0710 EUR/P;E
48;4010FRAIS;A1460;Kg;Depuis le 15/07/2021, 0,0790 EUR/P;E
48;4010FRAIS;A1611;Kg;Depuis le 03/08/2021, 0,3360 EUR/P;E
48;4010FRAIS;A2405;Kg;Depuis le 23/12/2021, 7,1250 EUR/Kg;E
48;4010FRAIS;A1473;Kg;Depuis le 16/07/2021, 6,3170 EUR/U;E
48;4010FRAIS;A1621;Kg;Depuis le 03/08/2021, 4,7170 EUR/Kg;E
48;4010FRAIS;A2215;Kg;Depuis le 29/10/2021, 2,2100 EUR/U;E
48;4010FRAIS;A0188;Kg;Depuis le 14/06/2021, 7,7460 EUR/BTE;E
48;4010FRAIS;A2300;BTE;Depuis le 14/06/2021, 7,7460 EUR/BTE;E
48;4010FRAIS;A2000;U;Depuis le 03/08/2021, 0,4900 EUR/U;E
48;4010FRAIS;A1481;Kg;Depuis le 16/07/2021, 12,3390 EUR/Kg;E
48;4010FRAIS;A2417;Kg;Depuis le 28/12/2021, 34,2990 EUR/Kg;E
48;4010FRAIS;A2299;Kg;Depuis le 23/11/2021, 40,3000 EUR/Kg;E
48;4010FRAIS;A0189;Kg;Depuis le 15/06/2021, 10,9070 EUR/SAC;E
48;4010FRAIS;A2522;P;Depuis le 25/01/2022, 0,0561 EUR/P;E
48;4010FRAIS;A1732;L;Depuis le 10/08/2021, 14,3560 EUR/U;E
48;4010FRAIS;A0729;Kg;Depuis le 15/06/2021, 10,1000 EUR/Kg;E
48;4010FRAIS;A0728;Kg;Depuis le 15/06/2021, 5,3490 EUR/Kg;E
48;4010FRAIS;A1616;L;Depuis le 03/08/2021, 3,0800 EUR/L;E
48;4010FRAIS;A0708;BTE;Depuis le 18/11/2021, 5,7610 EUR/BTE;E
48;4010FRAIS;A1614;L;Depuis le 01/11/2021, 18,8000 EUR/SO;E
48;4010FRAIS;A1613;L;Depuis le 26/12/2021, 4,0000 EUR/L;E
48;4010FRAIS;A1290;L;Depuis le 14/02/2022, 3,6200 EUR/L;E
48;4010FRAIS;A1451;L;Depuis le 15/07/2021, 9,8790 EUR/L;E
48;4010FRAIS;A1474;BAQ;Depuis le 16/07/2021, 7,7670 EUR/BAQ;E
48;4010FRAIS;A0795;Kg;Depuis le 16/06/2021, 9,1380 EUR/Kg;E
48;4010FRAIS;A0794;Kg;Depuis le 16/06/2021, 7,7900 EUR/Kg;E
48;4010FRAIS;A0190;Kg;Depuis le 16/06/2021, 9,8000 EUR/Kg;E
48;4010FRAIS;A0339;Kg;Depuis le 16/06/2021, 9,1710 EUR/Kg;E
48;4010FRAIS;A1301;U;Depuis le 02/07/2021, 19,8300 EUR/U;E
48;4010FRAIS;A2073;Kg;Depuis le 02/07/2021, 4,6880 EUR/Kg;E
48;4010FRAIS;A1626;Kg;Depuis le 03/08/2021, 6,1460 EUR/Kg;E
48;4010FRAIS;A1625;Kg;Depuis le 03/08/2021, 11,1250 EUR/Kg;E
48;4010FRAIS;A1618;Kg;Depuis le 03/08/2021, 6,9500 EUR/BTE;E
48;4010FRAIS;A0386;Kg;Depuis le 03/08/2021, 28,7500 EUR/BTE;E
48;4010FRAIS;A1729;BTE;Depuis le 10/08/2021, 1,9990 EUR/BTE;E
48;4010FRAIS;A1019;U;Depuis le 03/08/2021, 1,5900 EUR/U;E
48;4010FRAIS;A1842;Kg;Depuis le 30/08/2021, 15,9200 EUR/Kg;E
48;4010FRAIS;A0779;Kg;Depuis le 16/06/2021, 4,4900 EUR/Kg;E
48;4010FRAIS;A0191;Kg;Depuis le 14/06/2021, 5,0900 EUR/Kg;E
48;4010FRAIS;A1597;Kg;Depuis le 30/07/2021, 32,1900 EUR/Kg;E
48;4010FRAIS;A0192;Kg;Depuis le 14/06/2021, 7,8130 EUR/Kg;E
48;4010FRAIS;A1620;Kg;Depuis le 28/01/2022, 7,3800 EUR/Kg;E
48;4010FRAIS;A0193;Kg;Depuis le 14/06/2021, 5,6900 EUR/Kg;E
48;4010FRAIS;A2234;Kg;Depuis le 03/08/2021, 8,0820 EUR/Kg;E
48;4010FRAIS;A0724;Kg;Depuis le 15/06/2021, 15,4900 EUR/Kg;E
48;4010FRAIS;A0782;Kg;Depuis le 16/06/2021, 16,1900 EUR/Kg;E
48;4010FRAIS;A0717;Kg;Depuis le 15/06/2021, 13,5500 EUR/Kg;E
48;4010FRAIS;A0764;Kg;Depuis le 16/06/2021, 5,7110 EUR/BAQ;E
48;4010FRAIS;A0194;Kg;Depuis le 14/06/2021, 35,7420 EUR/BTE;E
48;4010FRAIS;A0761;Kg;Depuis le 16/06/2021, 2,8240 EUR/Kg;E
48;4010FRAIS;A0216;Kg;Depuis le 14/06/2021, 1,6750 EUR/BTE;E
48;4010FRAIS;A0768;Kg;Depuis le 16/06/2021, 22,4500 EUR/Kg;E
48;4010FRAIS;A2390;RLX;Depuis le 17/12/2021, 3,8690 EUR/RLX;E
48;4010FRAIS;A1801;U;Depuis le 03/08/2021, 0,8250 EUR/U;E
48;4010FRAIS;A1629;U;Depuis le 03/08/2021, 1,0000 EUR/U;E
48;4010FRAIS;A0196;Kg;Depuis le 24/01/2022, 4,7453 EUR/Kg;E
48;4010FRAIS;A0195;Kg;Depuis le 26/12/2021, 10,4610 EUR/SCH;E
48;4010FRAIS;A2168;Kg;Depuis le 16/06/2021, 0,8490 EUR/Kg;E
48;4010FRAIS;A1630;Kg;Depuis le 03/08/2021, 1,2000 EUR/Kg;E
48;4010FRAIS;A0774;Kg;Depuis le 16/06/2021, 5,5360 EUR/Kg;E
48;4010FRAIS;A1631;Kg;Depuis le 03/08/2021, 2,8210 EUR/Kg;E
48;4010FRAIS;A2404;BO;Depuis le 23/12/2021, 21,0440 EUR/BO;E
48;4010FRAIS;A0654;SCH;Depuis le 23/12/2021, 27,0820 EUR/SCH;E
48;4010FRAIS;A1932;P;Depuis le 31/08/2021, 21,7560 EUR/BTE;E
48;4010FRAIS;A2403;BO;Depuis le 23/12/2021, 58,2830 EUR/BO;E
48;4010FRAIS;A0197;P;Depuis le 22/11/2021, 3,4330 EUR/SCH;E
48;4010FRAIS;A0706;Kg;Depuis le 14/06/2021, 14,6960 EUR/Kg;E
48;4010FRAIS;A0198;Kg;Depuis le 16/06/2021, 12,4900 EUR/BTE;E
48;4010FRAIS;A2406;Kg;Depuis le 23/12/2021, 18,8990 EUR/Kg;E
48;4010FRAIS;A2395;Kg;Depuis le 21/12/2021, 43,0000 EUR/Kg;E
48;4010FRAIS;A0199;RLX;Depuis le 02/07/2021, 10,5900 EUR/RLX;E
48;4010FRAIS;A1632;U;Depuis le 03/08/2021, 0,0847 EUR/U;E
48;4010FRAIS;A2409;Kg;Depuis le 24/12/2021, 5,3780 EUR/Kg;E
48;4010FRAIS;A0200;Kg;Depuis le 14/06/2021, 19,5470 EUR/Kg;E
48;4010FRAIS;A0201;Kg;Depuis le 22/11/2021, 59,9500 EUR/Kg;E
48;4010FRAIS;A0202;Kg;Depuis le 14/06/2021, 21,2490 EUR/BTE;E
48;4010FRAIS;A0203;Kg;Depuis le 16/06/2021, 14,7490 EUR/BTE;E
48;4010FRAIS;A1584;BTE;Depuis le 30/07/2021, 3,3120 EUR/BTE;E
48;4010FRAIS;A1583;Kg;Depuis le 30/07/2021, 6,5000 EUR/Kg;E
48;4010FRAIS;A1633;Kg;Depuis le 03/08/2021, 7,9940 EUR/BAQ;E
48;4010FRAIS;A2554;Kg;Depuis le 09/02/2022, 15,9900 EUR/Kg;E
48;4010FRAIS;A0204;Kg;Depuis le 16/06/2021, 7,7200 EUR/Kg;E
48;4010FRAIS;A1300;Kg;Depuis le 02/07/2021, 3,2800 EUR/BAQ;E
48;4010FRAIS;A1634;Kg;Depuis le 09/02/2022, 25,5200 EUR/Kg;E
48;4010FRAIS;A0817;Kg;Depuis le 16/06/2021, 8,7900 EUR/Kg;E
48;4010FRAIS;A1635;Kg;Depuis le 15/01/2022, 1,5400 EUR/Kg;E
48;4010FRAIS;A0804;Kg;Depuis le 30/12/2021, 5,2300 EUR/Kg;E
48;4010FRAIS;A1282;Kg;Depuis le 02/07/2021, 1,4200 EUR/Kg;E
48;4010FRAIS;A0205;Kg;Depuis le 12/11/2021, 2,8200 EUR/POT;E
48;4010FRAIS;A2351;Kg;Depuis le 08/12/2021, 4,3760 EUR/Kg;E
48;4010FRAIS;A0206;Kg;Depuis le 14/06/2021, 11,4990 EUR/Kg;E
48;4010FRAIS;A1470;Kg;Depuis le 15/07/2021, 45,3700 EUR/KG;E
48;4010FRAIS;A0781;Kg;Depuis le 16/06/2021, 7,4000 EUR/Kg;E
48;4010FRAIS;A2416;Kg;Depuis le 28/12/2021, 15,2480 EUR/Kg;E
48;4010FRAIS;A0207;Kg;Depuis le 14/06/2021, 6,6900 EUR/Kg;E
48;4010FRAIS;A0208;Kg;Depuis le 01/12/2021, 7,8000 EUR/Kg;E
48;4010FRAIS;A0344;Kg;Depuis le 03/08/2021, 27,3710 EUR/BTE;E
48;4010FRAIS;A1673;Kg;Depuis le 03/08/2021, 10,2070 EUR/SCH;E
48;4010FRAIS;A0209;Kg;Depuis le 14/06/2021, 9,2950 EUR/SCH;E
48;4010FRAIS;A0759;Kg;Depuis le 16/06/2021, 14,9870 EUR/BTE;E
48;4010FRAIS;A1639;BTE;Depuis le 03/08/2021, 11,9500 EUR/BTE;E
48;4010FRAIS;A1021;U;Depuis le 03/08/2021, 18,7900 EUR/U;E
48;4010FRAIS;A2082;Kg;Depuis le 03/08/2021, 13,0590 EUR/Kg;E
48;4010FRAIS;A0210;Kg;Depuis le 14/06/2021, 4,7900 EUR/Kg;E
48;4010FRAIS;A0776;Kg;Depuis le 16/06/2021, 7,9900 EUR/Kg;E
48;4010FRAIS;A1690;U;Depuis le 06/08/2021, 6,6430 EUR/U;E
48;4010FRAIS;A0773;Kg;Depuis le 16/06/2021, 11,4910 EUR/Kg;E
48;4010FRAIS;A1283;Kg;Depuis le 02/07/2021, 8,2500 EUR/Kg;E
48;4010FRAIS;A0345;Kg;Depuis le 14/06/2021, 5,6010 EUR/Kg;E
48;4010FRAIS;A2248;Kg;Depuis le 16/11/2021, 6,6870 EUR/Kg;E
48;4010FRAIS;A1810;Kg;Depuis le 27/08/2021, 16,9000 EUR/Kg;E
48;4010FRAIS;A0212;Kg;Depuis le 14/06/2021, 0,5840 EUR/Kg;E
48;4010FRAIS;A0813;Kg;Depuis le 16/06/2021, 5,9900 EUR/BAQ;E
48;4010FRAIS;A1640;Kg;Depuis le 03/08/2021, 8,1900 EUR/BAQ;E
48;4010FRAIS;A0725;Kg;Depuis le 15/06/2021, 9,7190 EUR/Kg;E
48;4010FRAIS;A0702;P;Depuis le 14/06/2021, 12,8250 EUR/SCH;E
48;4010FRAIS;A0701;Kg;Depuis le 14/06/2021, 2,8900 EUR/Kg;E
48;4010FRAIS;A0766;Kg;Depuis le 16/06/2021, 1,9480 EUR/BTE;E
48;4010FRAIS;A0695;Kg;Depuis le 14/06/2021, 3,9900 EUR/Kg;E
48;4010FRAIS;A1689;Kg;Depuis le 06/08/2021, 2,4500 EUR/Kg;E
48;4010FRAIS;A1018;U;Depuis le 03/08/2021, 1,5390 EUR/U;E
48;4010FRAIS;A1641;Kg;Depuis le 03/08/2021, 3,3280 EUR/SCH;E
48;4010FRAIS;A1642;L;Depuis le 03/08/2021, 1,9990 EUR/L;E
48;4010FRAIS;A0213;L;Depuis le 30/06/2021, 11,4800 EUR/L;E
48;4010FRAIS;A0214;L;Depuis le 14/06/2021, 4,7340 EUR/L;E
48;4010FRAIS;A0215;L;Depuis le 03/08/2021, 2,0700 EUR/L;E
48;4010FRAIS;A1800;L;Depuis le 24/01/2022, 2,6852 EUR/BID;E
48;4010FRAIS;A2386;U;Depuis le 17/12/2021, 44,3200 EUR/U;E
48;4010FRAIS;A2387;U;Depuis le 17/12/2021, 67,8900 EUR/U;E
48;4010FRAIS;A1758;P;Depuis le 10/08/2021, 3,8900 EUR/BO;E
48;4010FRAIS;A1604;Kg;Depuis le 30/07/2021, 26,2930 EUR/Kg;E
48;4010FRAIS;A1471;Kg;Depuis le 16/07/2021, 24,4800 EUR/Kg;E
48;4010FRAIS;A1298;Kg;Depuis le 02/07/2021, 63,0100 EUR/U;E
48;4010FRAIS;A1643;Kg;Depuis le 03/08/2021, 7,8200 EUR/Kg;E
48;4010FRAIS;A2393;Kg;Depuis le 21/12/2021, 13,5000 EUR/Kg;E
48;4010FRAIS;A1644;Kg;Depuis le 03/08/2021, 12,5990 EUR/Kg;E
48;4010FRAIS;A0743;Kg;Depuis le 22/12/2021, 6,9500 EUR/BAQ;E
48;4010FRAIS;A1663;Kg;Depuis le 03/08/2021, 5,9900 EUR/Kg;E
48;4010FRAIS;A0801;Kg;Depuis le 16/06/2021, 15,6960 EUR/Kg;E
48;4010FRAIS;A1285;U;Depuis le 02/07/2021, 13,6840 EUR/U;E
48;4010FRAIS;A0750;Kg;Depuis le 16/06/2021, 1,3930 EUR/U;E
48;4010FRAIS;A2250;L;Depuis le 14/06/2021, 1,7290 EUR/L;E
48;4010FRAIS;A0703;L;Depuis le 14/06/2021, 1,7290 EUR/L;E
48;4010FRAIS;A2251;L;Depuis le 14/06/2021, 1,5490 EUR/L;E
48;4010FRAIS;A2174;Kg;Depuis le 14/10/2021, 26,9570 EUR/BTE;E
48;4010FRAIS;A0727;L;Depuis le 15/06/2021, 43,5300 EUR/L;E
48;4010FRAIS;A0218;Kg;Depuis le 16/06/2021, 21,5000 EUR/BID;E
48;4010FRAIS;A1645;Kg;Depuis le 03/08/2021, 19,4500 EUR/CAR;E
48;4010FRAIS;A0219;L;Depuis le 14/06/2021, 8,9530 EUR/BID;E
48;4010FRAIS;A1580;Kg;Depuis le 30/07/2021, 27,7100 EUR/SCH;E
48;4010FRAIS;A0770;Kg;Depuis le 16/06/2021, 2,6880 EUR/BTE;E
48;4010FRAIS;A0753;L;Depuis le 12/11/2021, 1,2500 EUR/BTE;E
48;4010FRAIS;A1646;L;Depuis le 03/08/2021, 0,9000 EUR/L;E
48;4010FRAIS;A0763;Kg;Depuis le 16/06/2021, 6,2000 EUR/Kg;E
48;4010FRAIS;A0760;Kg;Depuis le 16/06/2021, 2,2410 EUR/BTE;E
48;4010FRAIS;A0791;Kg;Depuis le 16/06/2021, 2,9900 EUR/BTE;E
48;4010FRAIS;A1543;Kg;Depuis le 10/08/2021, 40,6290 EUR/Kg;E
48;4010FRAIS;A1452;Kg;Depuis le 15/07/2021, 2,4950 EUR/Kg;E
48;4010FRAIS;A0220;Kg;Depuis le 16/06/2021, 2,2290 EUR/Kg;E
48;4010FRAIS;A2388;Kg;Depuis le 17/12/2021, 1,8990 EUR/Kg;E
48;4010FRAIS;A0816;Kg;Depuis le 16/06/2021, 2,8780 EUR/SCH;E
48;4010FRAIS;A1647;U;Depuis le 26/12/2021, 2,2900 EUR/U;E
48;4010FRAIS;A0808;Kg;Depuis le 16/06/2021, 16,2270 EUR/Kg;E
48;4010FRAIS;A1294;U;Depuis le 23/12/2021, 0,8330 EUR/U;E
48;4010FRAIS;A1648;U;Depuis le 03/08/2021, 17,8270 EUR/U;E
48;4010FRAIS;A2164;L;Depuis le 08/10/2021, 41,9880 EUR/U;E
48;4010FRAIS;A2163;L;Depuis le 08/10/2021, 21,0320 EUR/U;E
48;4010FRAIS;A1454;Kg;Depuis le 15/07/2021, 34,5900 EUR/Kg;E
48;4010FRAIS;A1453;Kg;Depuis le 15/07/2021, 41,3800 EUR/Kg;E
48;4010FRAIS;A1725;Kg;Depuis le 10/08/2021, 13,9900 EUR/Kg;E
48;4010FRAIS;A1649;Kg;Depuis le 03/08/2021, 2,5100 EUR/Kg;E
48;4010FRAIS;A0752;Kg;Depuis le 16/06/2021, 14,7470 EUR/Kg;E
48;4010FRAIS;A0221;Kg;Depuis le 15/01/2022, 8,5900 EUR/Kg;E
48;4010FRAIS;A1582;L;Depuis le 30/07/2021, 8,8970 EUR/BTE;E
48;4010FRAIS;A1650;Kg;Depuis le 12/11/2021, 12,7900 EUR/Kg;E
48;4010FRAIS;A0222;Kg;Depuis le 12/11/2021, 12,7900 EUR/Kg;E
48;4010FRAIS;A0707;BTE;Depuis le 14/06/2021, 4,5900 EUR/BTE;E
48;4010FRAIS;A1041;BTE;Depuis le 24/01/2022, 1,7240 EUR/BTE;E
48;4010FRAIS;A0223;Kg;Depuis le 14/06/2021, 5,6950 EUR/BTE;E
48;4010FRAIS;A1020;U;Depuis le 03/08/2021, 18,3500 EUR/U;E
48;4010FRAIS;A0771;Kg;Depuis le 16/06/2021, 3,5900 EUR/Kg;E
48;4010FRAIS;A2083;Kg;Depuis le 16/07/2021, 3,6900 EUR/Kg;E
48;4010FRAIS;A0224;Kg;Depuis le 14/06/2021, 2,7900 EUR/Kg;E
48;4010FRAIS;A1746;U;Depuis le 10/08/2021, 2,2900 EUR/U;E
48;4010FRAIS;A1748;U;Depuis le 10/08/2021, 2,2900 EUR/U;E
48;4010FRAIS;A1747;U;Depuis le 10/08/2021, 2,2900 EUR/U;E
48;4010FRAIS;A1017;U;Depuis le 03/08/2021, 13,1550 EUR/U;E
48;4010FRAIS;A1022;U;Depuis le 02/07/2021, 12,8490 EUR/U;E
48;4010FRAIS;A1743;Kg;Depuis le 10/08/2021, 9,8200 EUR/POT;E
48;4010FRAIS;A1544;Kg;Depuis le 27/07/2021, 6,8500 EUR/BTE;E
48;4010FRAIS;A1814;Kg;Depuis le 27/08/2021, 22,9000 EUR/POT;E
48;4010FRAIS;A1651;L;Depuis le 26/12/2021, 26,5590 EUR/CAR;E
48;4010FRAIS;A1765;Kg;Depuis le 11/08/2021, 16,2530 EUR/CAR;E
48;4010FRAIS;A1705;L;Depuis le 10/08/2021, 11,7990 EUR/CAR;E
48;4010FRAIS;A0225;Kg;Depuis le 15/07/2021, 22,1170 EUR/BID;E
48;4010FRAIS;A0226;L;Depuis le 15/06/2021, 24,0000 EUR/L;E
48;4010FRAIS;A2429;Kg;Depuis le 30/12/2021, 117,6518 EUR/Kg;E
48;4010FRAIS;A2240;Kg;Depuis le 21/01/2022, 29,5000 EUR/Kg;E
48;4010FRAIS;A1652;Kg;Depuis le 03/08/2021, 2,5020 EUR/SCH;E
48;4010FRAIS;A1286;Kg;Depuis le 02/07/2021, 13,4700 EUR/Kg;E
48;4010FRAIS;A0227;Kg;Depuis le 14/06/2021, 6,4500 EUR/Kg;E
48;4010FRAIS;A0228;Kg;Depuis le 14/06/2021, 5,6900 EUR/Kg;E
48;4010FRAIS;A1480;Kg;Depuis le 16/07/2021, 9,9900 EUR/Kg;E
48;4010FRAIS;A0229;Kg;Depuis le 14/06/2021, 16,1040 EUR/Kg;E
48;4010FRAIS;A070;Kg;Depuis le 14/06/2021, 9,7390 EUR/Kg;E
48;4010FRAIS;A1302;P;Depuis le 02/07/2021, 2,9900 EUR/SCH;E
48;4010FRAIS;A0230;Kg;Depuis le 22/11/2021, 5,3900 EUR/Kg;E
48;4010FRAIS;A0530;Kg;Depuis le 02/12/2021, 32,2373 EUR/Kg;E
48;4010FRAIS;A0738;P;Depuis le 16/06/2021, 2,3870 EUR/P;E
48;4010FRAIS;A0737;P;Depuis le 16/06/2021, 2,3870 EUR/P;E
48;4010FRAIS;A0736;P;Depuis le 16/06/2021, 2,0820 EUR/P;E
48;4010FRAIS;A0696;Kg;Depuis le 14/06/2021, 2,9900 EUR/Kg;E
48;4010FRAIS;A1457;Kg;Depuis le 26/12/2021, 18,9210 EUR/CAR;E
48;4010FRAIS;A0231;Kg;Depuis le 12/11/2021, 8,6690 EUR/U;E
48;4010FRAIS;A1653;Kg;Depuis le 03/08/2021, 4,9970 EUR/U;E
48;4010FRAIS;A0705;Kg;Depuis le 14/06/2021, 17,8180 EUR/Kg;E
48;4010FRAIS;A1654;Kg;Depuis le 03/08/2021, 6,3500 EUR/Kg;E
48;4010FRAIS;A0232;Kg;Depuis le 14/06/2021, 4,6130 EUR/Kg;E
48;4010FRAIS;A1655;Kg;Depuis le 03/08/2021, 4,5980 EUR/BAQ;E
48;4010FRAIS;A2187;Kg;Depuis le 19/10/2021, 30,0400 EUR/Kg;E
48;4010FRAIS;A0814;Kg;Depuis le 16/06/2021, 3,3900 EUR/BAQ;E
48;4010FRAIS;A1656;L;Depuis le 03/08/2021, 7,7490 EUR/L;E
48;4010FRAIS;A2252;L;Depuis le 16/11/2021, 1,9900 EUR/L;E
48;4010FRAIS;A1458;Kg;Depuis le 15/07/2021, 3,3900 EUR/BTE;E
48;4010FRAIS;A1657;Kg;Depuis le 03/08/2021, 21,2320 EUR/Kg;E
48;4010FRAIS;A0731;Kg;Depuis le 15/06/2021, 19,9110 EUR/Kg;E
48;4010FRAIS;A2137;Kg;Depuis le 04/10/2021, 17,3900 EUR/SCH;E
48;4010FRAIS;A0772;Kg;Depuis le 16/06/2021, 17,7600 EUR/Kg;E
48;4010FRAIS;A1659;Kg;Depuis le 03/08/2021, 44,6500 EUR/Kg;E
48;4010FRAIS;A0349;Kg;Depuis le 30/08/2021, 10,3000 EUR/Kg;E
48;4010FRAIS;A0234;Kg;Depuis le 14/06/2021, 9,9500 EUR/Kg;E
48;4010FRAIS;A0235;Kg;Depuis le 16/06/2021, 9,7010 EUR/U;E
48;4010FRAIS;A1661;Kg;Depuis le 03/08/2021, 5,6000 EUR/U;E
48;4010FRAIS;A1660;Kg;Depuis le 03/08/2021, 5,7630 EUR/U;E
48;4010FRAIS;A1662;Kg;Depuis le 03/08/2021, 13,1090 EUR/U;E
48;4010FRAIS;A2117;Kg;Depuis le 29/09/2021, 34,6000 EUR/BAQ;E
48;4010FRAIS;A0236;Kg;Depuis le 16/06/2021, 2,4140 EUR/Kg;E
48;4010FRAIS;A1664;Kg;Depuis le 03/08/2021, 3,5200 EUR/Kg;E
48;4010FRAIS;A0237;Kg;Depuis le 14/06/2021, 6,0390 EUR/BTE;E
48;4010FRAIS;A0238;Kg;Depuis le 12/11/2021, 8,6650 EUR/BTE;E
48;4010FRAIS;A1665;BTE;Depuis le 03/08/2021, 1,8310 EUR/BTE;E
48;4010FRAIS;A1666;BTE;Depuis le 03/08/2021, 1,9990 EUR/BTE;E
48;4010FRAIS;A0787;Kg;Depuis le 16/06/2021, 18,5280 EUR/Kg;E
48;4010FRAIS;A0785;Kg;Depuis le 16/06/2021, 8,7900 EUR/Kg;E
48;4010FRAIS;A2473;U;Depuis le 17/01/2022, 1,0340 EUR/U;E
48;4010FRAIS;A0864;U;Depuis le 03/08/2021, 2,7380 EUR/U;E
48;4010FRAIS;A1667;U;Depuis le 03/08/2021, 1,2360 EUR/U;E
48;4010FRAIS;A1284;BTE;Depuis le 02/07/2021, 1,9900 EUR/BTE;E
